X,Y,OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,SIGNID
1270773.625,223181.9532,13234,683342,,IPM  49,JOAN SUNDBERG,2062540811,"510 2ND AVE, SEATTLE, WA 98104-2336",10,IPM  49,,,,,,,,,,,,,,,N,,,
1260701.125,245743.3126,13235,625098,,DIAMOND PARKING  A603,JONATHAN DIAMOND,2062843100,"1401 LEARY WAY NW, SEATTLE, WA 98117",32,DIAMOND PARKING  A603,,,,,,,,,,,,,,,N,,,
1270507.25,223166.125,13236,726752,,ABM PARKING 6119,,2062670446,"501 2ND AVE, SEATTLE, WA 98104",252,ABM PARKING 6119,,,,,,,,,,,,,,,N,,,
1272929.875,221050.0625,13237,701346,,PARKING,MICHIO TESHIMA,2068388231,"701 8TH AVE S, SEATTLE, WA 98104",78,PARKING,,,,,,,,,,,,,,,N,,,
1270059.625,222436.1719,13238,593908,,DIAMOND A039,JONATHAN DIAMOND,2062843100,"305 1ST AVE S, SEATTLE, WA 98104",22,DIAMOND A039,,,,,,,,,,,,,,,N,,,
1269917.125,222299.4687,13239,713214,,UNITED PARKING  4551,JONATHAN DIAMOND,2062843100,"74 S JACKSON ST, SEATTLE, WA 98104",218,UNITED PARKING  4551,,,,,,,,,,,,,,,N,,,
1273422.625,225945.0313,13240,711587,,MILE HI VALET SERVICE INC,MARK NORWICZ,4102676111,"819 BOYLSTON AVE, SEATTLE, WA 98104-1333",0,MILE HI VALET SERVICE INC,,,,,,,,,,,,,,,N,,,
1272797.625,225566.2187,13241,76133,,REPUBLIC PARKING 30 594,GARY BECK,2067834144,"1124 COLUMBIA ST, SEATTLE, WA 98104",415,REPUBLIC PARKING 30 594,,,,,,,,,,,,,,,N,,,
1273242.375,225638.3282,13242,712270,,BROADWAY GARAGE   1392,MARK NORWICZ,4102676111,"747 BROADWAY, SEATTLE, WA 98122-4379",1758,BROADWAY GARAGE   1392,,,,,,,,,,,,,,,N,,,
1269930,223186.9687,13243,519378,,REPUBLIC PARKING  161,GARY BECK,2067834144,"76 YESLER WAY, SEATTLE, WA 98104",35,REPUBLIC PARKING  161,,,,,,,,,,,,,,,N,,,
1273677.5,225244.0626,13244,670305,,600 BROADWAY GARAGE,ANTHONY GIARRATANA,6152382250,"600 BROADWAY # 128, SEATTLE, WA 98122-5381",355,600 BROADWAY GARAGE,,,,,,,,,,,,,,,N,,,
1258695,246945.9688,13245,660807,,BALLARD PARKING LLC,JAMES RIGGLE,2067895010,"5301 LEARY AVE NW, SEATTLE, WA 98107-4824",0,BALLARD PARKING LLC,,,,,,,,,,,,,,,N,,,
1270170.625,224313.1406,13246,673882,,ACE PARKING  3264 WELLS FARGO GARAGE,KEITH JONES,6192336624,"999 3RD AVE, SEATTLE, WA 98104",676,ACE PARKING  3264 WELLS FARGO GARAGE,,,,,,,,,,,,,,,N,,,
1267893.125,231618.3907,13247,641230,,DIAMOND PARKING  A326,JONATHAN DIAMOND,2062843100,"601 AURORA AVE N, SEATTLE, WA 98109",20,DIAMOND PARKING  A326,,,,,,,,,,,,,,,N,,,
1270724.5,225413.8124,13248,729928,,54431 CROWN PLAZA SEATTLE,BILL BEATTIE,2063818552,"1113 6TH AVE, SEATTLE, WA 98101",101,54431 CROWN PLAZA SEATTLE,,,,,,,,,,,,,,,N,,,
1270843.625,231430.4219,13249,678597,,DIAMOND PARKING  A446,JONATHAN DIAMOND,2062843100,"611 PONTIUS AVE N, SEATTLE, WA 98109",7,DIAMOND PARKING  A446,,,,,,,,,,,,,,,N,,,
1268526.125,225959.1249,13250,13063,,PIKE PLACE MERCHANTS ASSN,JACK MATHEWS,2065870351,"1530 POST ALY # STE 6, SEATTLE, WA 98101-1566",0,PIKE PLACE MERCHANTS ASSN,,,,,,,,,,,,,,,N,,,
1268757.125,225949.625,13251,560186,,IPM  01,JOAN SUNDBERG,2062540811,"1516 1ST AVE, SEATTLE, WA 98101",90,IPM  01,,,,,,,,,,,,,,,N,,,
1267556.25,227232.0311,13252,577627,,DIAMOND PARKING  A353,JONATHAN DIAMOND,2063843100,"2204 1ST AVE, SEATTLE, WA 98121",10,DIAMOND PARKING  A353,,,,,,,,,,,,,,,N,,,
1267148,227155.8594,13253,4545,,U PARK 40,KEN JR PHILLIPS,2062849797,"2224 WESTERN AVE, SEATTLE, WA 98121",88,U PARK 40,,,,,,,,,,,,,,,N,,,
1270252.25,223678.0625,13254,628567,,IMPARK   MILENNIUM BUILDING,EDWARD DANYLUK,2063811789,"719 2ND AVE, SEATTLE, WA 98104",204,IMPARK   MILENNIUM BUILDING,,,,,,,,,,,,,,,N,,,
1269898.625,221991.3282,13255,635378,,450 ALASKA IPM 30,JOAN SUNDBERG,2062540811,"76 S KING ST, SEATTLE, WA 98104",116,450 ALASKA IPM 30,,,,,,,,,,,,,,,N,,,
1279206.125,245866.3751,13256,681391,,DIAMOND PARKING  WU49,JONATHAN DIAMOND,2062843100,"4900 25TH AVE NE, SEATTLE, WA 98115",25,DIAMOND PARKING  WU49,,,,,,,,,,,,,,,N,,,
1270240.04,220293.3721,13257,656603,,DIAMOND PARKING  A362,JONATHAN DIAMOND,2062843100,"1000 1ST AVE S, SEATTLE, WA 98134",25,DIAMOND PARKING  A362,,,,,,,,,,,,,,,N,,,
1269932.152,219564.9609,13258,4590,,U PARK 86,KEN JR PHILLIPS,2062849797,"1201 1ST AVE S, SEATTLE, WA 98101",224,U PARK 86,,,,,,,,,,,,,,,N,,,
1269922.615,219123.6269,13259,595335,,DIAMOND  A133,JONATHAN DIAMOND,2062843100,"1251 1ST AVE S, SEATTLE, WA 98134",60,DIAMOND  A133,,,,,,,,,,,,,,,N,,,
1270233.621,220376.0752,13260,593898,,DIAMOND PARKING A028,JONATHAN DIAMOND,2062843100,"922 1ST AVE S, SEATTLE, WA 98104",46,DIAMOND PARKING A028,,,,,,,,,,,,,,,N,,,
1269952.148,218809.8395,13261,576428,,IPM  HOMEPLATE,JOAN SUNDBERG,2062540811,"1501 1ST AVE S, SEATTLE, WA 98134",299,IPM  HOMEPLATE,,,,,,,,,,,,,,,N,,,
1272607.134,221127.3619,13262,17663,,INTL DIST PARKING  43,MICHAEL OLSON,2066243426,"666 S DEARBORN ST, SEATTLE, WA 98104",75,INTL DIST PARKING  43,,,,,,,,,,,,,,,N,,,
1271546.063,220400.366,13263,593927,,DIAMOND   A235,JONATHAN DIAMOND,2062843100,"1000 4TH AVE S, SEATTLE, WA 98134",150,DIAMOND   A235,,,,,,,,,,,,,,,N,,,
1271960.261,220307.5859,13264,576754,,DIAMOND PARKING  A848,JONATHAN DIAMOND,2062846303,"1005 6TH AVE S, SEATTLE, WA 98134",350,DIAMOND PARKING  A848,,,,,,,,,,,,,,,N,,,
1271491.442,220839.7575,13265,537623,,UNION STATION PARKING GARAGE SOUTH,JOAN SUNDBERG,2069327809,"820 4TH AVE S, SEATTLE, WA 98104",684,UNION STATION PARKING GARAGE SOUTH,,,,,,,,,,,,,,,N,,,
1257253.77,216614.3131,13266,657255,,DIAMOND PARKING  A386,JONATHAN DIAMOND,2062843100,"2222 CALIFORNIA AVE SW, SEATTLE, WA 98116",30,DIAMOND PARKING  A386,,,,,,,,,,,,,,,N,,,
1269714.895,218555.224,13267,636326,,IPM  37,JOAN SUNDBERG,2062540811,"1531 UTAH AVE S, SEATTLE, WA 98134",220,IPM  37,,,,,,,,,,,,,,,N,,,
1270200.579,218372.995,13268,584049,,DIAMOND PARKING  A944,JONATHAN DIAMOND,2062846303,"1560 1ST AVE S, SEATTLE, WA 98134",241,DIAMOND PARKING  A944,,,,,,,,,,,,,,,N,,,
1270223.686,217800.0401,13269,670656,,DIAMOND PARKING  A428,JONATHAN DIAMOND,2062843100,"1730 1ST AVE S, SEATTLE, WA 98134",7,DIAMOND PARKING  A428,,,,,,,,,,,,,,,N,,,
1270176.506,217750.116,13270,669468,,DIAMOND PARKING  A423,JONATHAN DIAMOND,2062843100,"1740 1ST AVE S, SEATTLE, WA 98134",25,DIAMOND PARKING  A423,,,,,,,,,,,,,,,N,,,
1270159.758,217521.5889,13271,669467,,DIAMOND PARKING  A408,JONATHAN DIAMOND,2062843100,"1760 1ST AVE S, SEATTLE, WA 98134",48,DIAMOND PARKING  A408,,,,,,,,,,,,,,,N,,,
1269888.264,217223.2921,13272,638431,,DIAMOND PARKING  A307,JONATHAN DIAMOND,2062843100,"1915 1ST AVE S, SEATTLE, WA 98134",15,DIAMOND PARKING  A307,,,,,,,,,,,,,,,N,,,
1269929.257,216784.8501,13273,635169,,DIAMOND PARKING  A817,JONATHAN DIAMOND,2062846303,"1955 1ST AVE S, SEATTLE, WA 98134",75,DIAMOND PARKING  A817,,,,,,,,,,,,,,,N,,,
1269920.733,216512.3821,13274,625113,,DIAMOND PARKING  A606,JONATHAN DIAMOND,2062843100,"2203 1ST AVE S, SEATTLE, WA 98134",52,DIAMOND PARKING  A606,,,,,,,,,,,,,,,N,,,
1270137.792,216117.1601,13275,4602,,U PARK 098,KEN JR PHILLIPS,2066245353,"2246 1ST AVE S, SEATTLE, WA 98134",56,U PARK 098,,,,,,,,,,,,,,,N,,,
1270450.377,218019.182,13276,596107,,DIAMOND  A883,JONATHAN DIAMOND,2062843100,"1750 OCCIDENTAL AVE S, SEATTLE, WA 98134",210,DIAMOND  A883,,,,,,,,,,,,,,,N,,,
1271259.05,217773.3449,13277,577228,,DIAMOND PARKING  A842,JONATHAN DIAMOND,2062846303,"1731 4TH AVE S, SEATTLE, WA 98134",50,DIAMOND PARKING  A842,,,,,,,,,,,,,,,N,,,
1272326.956,217634.3131,13278,582320,,STREAM PARKING,SCOTT STREAM,2063613797,"1762 6TH AVE S, SEATTLE, WA 98134",84,STREAM PARKING,,,,,,,,,,,,,,,N,,,
1271242.941,217483.792,13279,653863,,DIAMOND PARKING  A265,JONATHAN DIAMOND,2062843100,"1763 4TH AVE S, SEATTLE, WA 98134",34,DIAMOND PARKING  A265,,,,,,,,,,,,,,,N,,,
1270354.272,216285.0579,13280,714355,,DIAMOND PARKING  A643,JONATHAN DIAMOND,2062843100,"2228 OCCIDENTAL AVE S, SEATTLE, WA 98134",60,DIAMOND PARKING  A643,,,,,,,,,,,,,,,N,,,
1270269.038,218619.4295,13281,682649,,HENRYS LOT,ANTHONY GIARRATANA,6152382250,"1526 1ST AVE S, SEATTLE, WA 98134-1402",30,HENRYS LOT,,,,,,,,,,,,,,,N,,,
1271501.169,217776.3926,13282,643028,,EASY OUT PARKING,KURT BRAY,2062321883,"1732 4TH AVE S, SEATTLE, WA 98134",108,EASY OUT PARKING,,,,,,,,,,,,,,,N,,,
1257387.823,216231.5701,13283,583989,,UNITED PARKING  4506,JONATHAN DIAMOND,2062846303,"2331 42ND AVE SW, SEATTLE, WA 98116",101,UNITED PARKING  4506,,,,,,,,,,,,,,,N,,,
1269478.504,213712.2101,13284,663569,,IPM  42,JOAN SUNDBERG,2062540811,"66 S HANFORD ST, SEATTLE, WA 98134-1826",0,IPM  42,,,,,,,,,,,,,,,N,,,
1270414.588,215963.5859,13285,630527,,DIAMOND PARKING A 984,JONATHAN DIAMOND,2062843100,"2250 OCCIDENTAL AVE S, SEATTLE, WA 98134",80,DIAMOND PARKING A 984,,,,,,,,,,,,,,,N,,,
1272248.674,214816.827,13286,705816,,LOT 60,JOAN SUNDBERG,2062540811,"2724 6TH PL S, SEATTLE, WA 98134-2129",0,LOT 60,,,,,,,,,,,,,,,N,,,
1270096.748,214424.2421,13287,673490,,DIAMOND PARKING  A436,JONATHAN DIAMOND,2062843100,"2764 1ST AVE S, SEATTLE, WA 98134",51,DIAMOND PARKING  A436,,,,,,,,,,,,,,,N,,,
1271537.919,213641.232,13288,733396,,IMPARK 81,EDWARD DANYLUK,2063811789,"2960 4TH AVE S, SEATTLE, WA 98124",25,IMPARK 81,,,,,,,,,,,,,,,N,,,
1278741.515,213920.72,13289,632003,,DIAMOND PARKING  A981,JONATHAN DIAMOND,2062843100,"2929 27TH AVE S, SEATTLE, WA 98144",75,DIAMOND PARKING  A981,,,,,,,,,,,,,,,N,,,
1279500.561,213364.3099,13290,645765,,DIAMOND PARKING  A942,JONATHAN DIAMOND,2062846303,"3100 RAINIER AVE S, SEATTLE, WA 98144",19,DIAMOND PARKING  A942,,,,,,,,,,,,,,,N,,,
1256624.15,208646.181,13291,581998,,DIAMOND PARKING   A281,JONATHAN DIAMOND,2069929475,"4314 SW ALASKA ST, SEATTLE, WA 98116",30,DIAMOND PARKING   A281,,,,,,,,,,,,,,,N,,,
1256991.449,209277.027,13292,719613,,DIAMOND PARKING  A656,JONATHAN DIAMOND,2062843100,"4452 CALIFORNIA AVE SW, SEATTLE, WA 98116",15,DIAMOND PARKING  A656,,,,,,,,,,,,,,,N,,,
1257025.051,209992.4123,13293,596089,,DIAMOND PARKING  A627,JONATHAN DIAMOND,2062843100,"4150 CALIFORNIA AVE SW, SEATTLE, WA 98116",48,DIAMOND PARKING  A627,,,,,,,,,,,,,,,N,,,
1284149.75,209772.6099,13294,523313,,WILLIS & SONS,VORN WILLIS,2067227236,"4114 45TH AVE S, SEATTLE, WA 98118",100,WILLIS & SONS,,,,,,,,,,,,,,,N,,,
1284149.75,209772.6099,13295,523313,,WILLIS & SONS,VORN WILLIS,2067227236,"4114 45TH AVE S, SEATTLE, WA 98118",100,WILLIS & SONS,,,,,,,,,,,,,,,N,,,
1256808.352,208496.4699,13296,571455,,DIAMOND PARKING  A831,JONATHAN DIAMOND,2062843100,"4701 CALIFORNIA AVE SW, SEATTLE, WA 98116",18,DIAMOND PARKING  A831,,,,,,,,,,,,,,,N,,,
1257384.708,208426.8251,13297,584046,,DIAMOND PARKING  A941,JONATHAN DIAMOND,2062846303,"4704 42ND AVE SW, SEATTLE, WA 98116",213,DIAMOND PARKING  A941,,,,,,,,,,,,,,,N,,,
1257130.136,207947.3371,13298,583157,,DIAMOND PARKING  A932,JONATHAN DIAMOND,2062846303,"4200 SW EDMUNDS ST, SEATTLE, WA 98116",36,DIAMOND PARKING  A932,,,,,,,,,,,,,,,N,,,
1282042.269,206472.1054,13299,652236,,DIAMOND PARKING  A363,JONATHAN DIAMOND,2063843100,"5001 RAINIER AVE S, SEATTLE, WA 98118",14,DIAMOND PARKING  A363,,,,,,,,,,,,,,,N,,,
1270723.91,202350.0399,13300,672193,,DIAMOND PARKING  A425,JONATHAN DIAMOND,2062843100,"303 S MICHIGAN ST, SEATTLE, WA 98108",35,DIAMOND PARKING  A425,,,,,,,,,,,,,,,N,,,
1282333.58,199427.46,13301,595312,,DIAMOND PARKING  A985,JONATHAN DIAMOND,2062843100,"3900 S OTHELLO ST, SEATTLE, WA 98118",31,DIAMOND PARKING  A985,,,,,,,,,,,,,,,N,,,
1274412.7,194448.57,13302,655420,,AMAZON.COM SHUTTLE LOT 81123 NO PS,BILL BEATTIE,2066247040,"8914 14TH AVE S, SEATTLE, WA 98108-4814",0,AMAZON.COM SHUTTLE LOT 81123 NO PS,,,,,,,,,,,,,,,N,,,
1277830.144,245590.5177,13303,660329,,REPUBLIC PARKING 46 IVY RIDGE APTS,GARY BECK,2067834144,"4730 21ST AVE NE, SEATTLE, WA 98105",11,REPUBLIC PARKING 46 IVY RIDGE APTS,,,,,,,,,,,,,,,N,,,
1275781.268,240658.7514,13304,76124,,REPUBLIC PARKING  203,GARY BECK,2067834144,"1401 NE BOAT ST, SEATTLE, WA 98105",310,REPUBLIC PARKING  203,,,,,,,,,,,,,,,N,,,
1275806.375,229297.1094,13305,684528,,ACE PARKING  3270 GROUP HEALTH CAPITOL HILL,KEITH JONES,6192336624,"125 16TH AVE E, SEATTLE, WA 98112",880,ACE PARKING  3270 GROUP HEALTH CAPITOL HILL,,,,,,,,,,,,,,,N,,,
1269976.31,231171.343,13306,637745,,AMAZON PHASE 2 82171,BILL BEATTIE,2063818552,"500 BOREN AVE N, SEATTLE, WA 98109-5501",259,AMAZON PHASE 2 82171,,,,,,,,,,,,,,,N,,,
1275887.359,230986.7788,13307,628636,,REPUBLIC PARKING 30 559 SWEDISH CHERRY HILL,GARY BECK,2067834144,"511 16TH AVE E, SEATTLE, WA 98112",726,REPUBLIC PARKING 30 559 SWEDISH CHERRY HILL,,,,,,,,,,,,,,,N,,,
1271863.5,222830.8126,13308,4592,,U PARK 88,KEN JR PHILLIPS,2062849797,"120 5TH AVE S, SEATTLE, WA 98104",70,U PARK 88,,,,,,,,,,,,,,,N,,,
1270662.462,223961.561,13309,687301,,REPUBLIC PARKING 30 79,GARY BECK,2067834144,"720 3RD AVE, SEATTLE, WA 98104",216,REPUBLIC PARKING 30 79,,,,,,,,,,,,,,,N,,,
1270738.099,223832.409,13310,654844,,ARCTIC CLUB VALET SVC ONLY NO PS LIC REQUIRED,KEITH JONES,6192336624,"700 3RD AVE, SEATTLE, WA 98104",0,ARCTIC CLUB VALET SVC ONLY NO PS LIC REQUIRED,,,,,,,,,,,,,,,N,,,
1270849.151,223920.1463,13311,583926,,UNITED PARKING 4560 4561,JONATHAN DIAMOND,2062846303,"701 4TH AVE, SEATTLE, WA 98104",105,UNITED PARKING 4560 4561,,,,,,,,,,,,,,,N,,,
1273018.743,225404.5239,13312,711435,,MILE HI VALET SERVICE INC,MARK NORWICZ,4102676111,"1115 COLUMBIA ST, SEATTLE, WA 98104-2009",0,MILE HI VALET SERVICE INC,,,,,,,,,,,,,,,N,,,
1273438.156,225248.0639,13313,711576,,SOI GARAGE  1393,MARK NORWICZ,4102676111,"601 BROADWAY, SEATTLE, WA 98122-5330",864,SOI GARAGE  1393,,,,,,,,,,,,,,,N,,,
1273081.03,224961.113,13314,711578,,MINOR AVE GARAGE   1394,MARK NORWICZ,4102676111,"601 MINOR, SEATTLE, WA 98104",2070,MINOR AVE GARAGE   1394,,,,,,,,,,,,,,,N,,,
1273315.918,224828.2039,13315,704189,,IMPARK  132,EDWARD DANYLUK,2063811789,"515 MINOR AVE, SEATTLE, WA 98101",297,IMPARK  132,,,,,,,,,,,,,,,N,,,
1273560.097,224737.198,13316,595349,,DIAMOND  A161,JONATHAN DIAMOND,2062843100,"500 BROADWAY, SEATTLE, WA 98122",13,DIAMOND  A161,,,,,,,,,,,,,,,N,,,
1273943.273,224596.868,13317,645758,,DIAMOND PARKING  A336,JONATHAN DIAMOND,2062846303,"1005 E JEFFERSON ST, SEATTLE, WA 98122",20,DIAMOND PARKING  A336,,,,,,,,,,,,,,,N,,,
1273583.273,224488.6601,13318,725606,,DIAMOND PARKING SERVICES A662,JONATHAN DIAMOND,2062843100,"412 BROADWAY, SEATTLE, WA 98122",4,DIAMOND PARKING SERVICES A662,,,,,,,,,,,,,,,N,,,
1273752.592,224067.021,13319,682462,,DIAMOND PARKING  A459,JONATHAN DIAMOND,2062843100,"303 10TH AVE, SEATTLE, WA 98122",15,DIAMOND PARKING  A459,,,,,,,,,,,,,,,N,,,
1274756.736,223597.8741,13320,625120,,DIAMOND PARKING  A619,JONATHAN DIAMOND,2062843100,"1225 E SPRUCE ST, SEATTLE, WA 98122",28,DIAMOND PARKING  A619,,,,,,,,,,,,,,,N,,,
1274613.244,225512.4087,13321,593914,,DIAMOND  A846 A,JONATHAN DIAMOND,2062843100,"728 12TH AVE, SEATTLE, WA 98112",19,DIAMOND  A846 A,,,,,,,,,,,,,,,N,,,
1276256.288,224928.2139,13322,711579,,CHERRY HILL PLAZA GARAGE 1396,MARK NORWICZ,4102676111,"500 17TH AVE, SEATTLE, WA 98122-5711",90,CHERRY HILL PLAZA GARAGE 1396,,,,,,,,,,,,,,,N,,,
1270141.259,223607.0179,13323,742851,,LOT #178,EDWARD DANYLUK,2063811789,"714 1ST AVE, SEATTLE, WA 98104",220,LOT #178,,,,,,,,,,,,,,,N,,,
1269584.488,223570.244,13324,583924,,UNITED PARKING  4552,JONATHAN DIAMOND,2062843100,"811 WESTERN AVE, SEATTLE, WA 98104",139,UNITED PARKING  4552,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13325,577714,,UNITED PARKING SERVICES LLC,JONATHAN DIAMOND,2069929942,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13326,1571,,DIAMOND PARKING,BOB TURLEY,2062846303,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13327,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2069929475,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13328,577714,,UNITED PARKING SERVICES LLC,JONATHAN DIAMOND,2062843100,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13329,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2062843100,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13330,36277,,UNITED PARKING INC,JONATHAN DIAMOND,2062843100,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING INC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13331,36277,,UNITED PARKING INC,JONATHAN DIAMOND,2064367231,"605 1ST AVE # 600, SEATTLE, WA 98104",0,UNITED PARKING INC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13332,1571,,DIAMOND PARKING,BOB TURLEY,2066846303,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13333,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2064367266,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13334,571386,,DIAMOND PARKING SERVICES LLC,JONATHAN DIAMOND,2062846303,"605 1ST AVE # 600, SEATTLE, WA 98104",0,DIAMOND PARKING SERVICES LLC,,,,,,,,,,,,,,,N,,,
1270125.223,223190.0461,13335,593906,,DIAMOND A035,JONATHAN DIAMOND,2062843100,"615 1ST AVE, SEATTLE, WA 98104",34,DIAMOND A035,,,,,,,,,,,,,,,N,,,
1270019.312,221623.5319,13336,688895,,IPM 505 FIRST AVE,JOAN SUNDBERG,2062540811,"505 1ST AVE S, SEATTLE, WA 98104-2803",440,IPM 505 FIRST AVE,,,,,,,,,,,,,,,N,,,
1269591.22,223520.2354,13337,684468,,UNITED PARKING  4578,JONATHAN DIAMOND,2062843100,"801 WESTERN AVE, SEATTLE, WA 98104",47,UNITED PARKING  4578,,,,,,,,,,,,,,,N,,,
1271830.732,222584.3711,13338,17646,,INTL DISTRICT MERCHANTS PARKING ASSN,MICHAEL OLSON,2066243426,"214 5TH AVE S, SEATTLE, WA 98104",36,INTL DISTRICT MERCHANTS PARKING ASSN,,,,,,,,,,,,,,,N,,,
1271981.842,222061.7,13339,695092,,BOA S JACKSON ST,ALAN LAZOWSKI,8605227641,"525 S JACKSON ST, SEATTLE, WA 98104-2828",31,BOA S JACKSON ST,,,,,,,,,,,,,,,N,,,
1272155.624,222060.87,13340,17648,,INTL DIST MERCHANTS  02,MICHAEL OLSON,2066243426,"601 S JACKSON ST, SEATTLE, WA 98104",23,INTL DIST MERCHANTS  02,,,,,,,,,,,,,,,N,,,
1272623.107,222053.55,13341,705815,,LOT 57,JOAN SUNDBERG,2062540811,"677 S JACKSON ST, SEATTLE, WA 98104-2928",36,LOT 57,,,,,,,,,,,,,,,N,,,
1271938.503,221337.5221,13342,543207,,IPM  UV,JOAN SUNDBERG,2069327809,"600 5TH AVE S, SEATTLE, WA 98104",365,IPM  UV,,,,,,,,,,,,,,,N,,,
1272151.983,221343.856,13343,17659,,INTL DIST MERCHANTS  27,MICHAEL OLSON,2066243426,"616 6TH AVE S, SEATTLE, WA 98104",30,INTL DIST MERCHANTS  27,,,,,,,,,,,,,,,N,,,
1272465.615,221322.5619,13344,653864,,DIAMOND PARKING  A218,JONATHAN DIAMOND,2062813100,"614 MAYNARD AVE S, SEATTLE, WA 98104",36,DIAMOND PARKING  A218,,,,,,,,,,,,,,,N,,,
1271447.144,223320.3491,13345,690380,,DIAMOND PARKING  A474,JONATHAN DIAMOND,2062843100,"414 4TH AVE, SEATTLE, WA 98104",28,DIAMOND PARKING  A474,,,,,,,,,,,,,,,N,,,
1271508.088,223217.3756,13346,594731,,UNITED PARKING  4507,JONATHAN DIAMOND,2062846303,"400 4TH AVE, SEATTLE, WA 98104",41,UNITED PARKING  4507,,,,,,,,,,,,,,,N,,,
1271508.088,223217.3756,13347,593923,,DIAMOND   A260,JONATHAN DIAMOND,2062843100,"400 4TH AVE, SEATTLE, WA 98104",68,DIAMOND   A260,,,,,,,,,,,,,,,N,,,
1272036.932,222939.7552,13348,17658,,INTL DIST MERCHANTS  25,MICHAEL OLSON,2066243426,"537 YESLER WAY, SEATTLE, WA 98104",30,INTL DIST MERCHANTS  25,,,,,,,,,,,,,,,N,,,
1270585.689,222912.304,13349,667143,,DIAMOND PARKING  A402,JONATHAN DIAMOND,2062843100,"112 OCCIDENTAL AVE S, SEATTLE, WA 98104",56,DIAMOND PARKING  A402,,,,,,,,,,,,,,,N,,,
1271541.153,222645.3923,13350,4558,,U PARK 53,KEN JR PHILLIPS,2062849797,"425 S WASHINGTON ST, SEATTLE, WA 98104",539,U PARK 53,,,,,,,,,,,,,,,N,,,
1271998.68,222635.3901,13351,635161,,DIAMOND PARKING  A085,JONATHAN DIAMOND,2062846303,"251 6TH AVE S, SEATTLE, WA 98104",24,DIAMOND PARKING  A085,,,,,,,,,,,,,,,N,,,
1271574.621,222551.9216,13352,543206,,IPM  08,JOAN SUNDBERG,2069327809,"412 S MAIN ST, SEATTLE, WA 98104",52,IPM  08,,,,,,,,,,,,,,,N,,,
1272959.272,221404.2334,13353,507314,,MERCHANTS PARKING ASSOC  46,MICHAEL OLSON,2066243426,"607 8TH AVE S, SEATTLE, WA 98104",7,MERCHANTS PARKING ASSOC  46,,,,,,,,,,,,,,,N,,,
1274779.064,223455.632,13354,625114,,DIAMOND PARKING  A609,JONATHAN DIAMOND,2062843100,"1230 E FIR ST, SEATTLE, WA 98122",60,DIAMOND PARKING  A609,,,,,,,,,,,,,,,N,,,
1275527.039,223279.9011,13355,738918,,DIAMOND PARKING A696,JONATHAN DIAMOND,2062843100,"126 15TH AVE, SEATTLE, WA 98122",11,DIAMOND PARKING A696,,,,,,,,,,,,,,,N,,,
1274455.151,222244.9179,13356,728485,,DIAMOND PARKING SERVICES A667,JONATHAN DIAMOND,2062843100,"1200 S JACKSON ST, SEATTLE, WA 98144",46,DIAMOND PARKING SERVICES A667,,,,,,,,,,,,,,,N,,,
1273188.27,221286.67,13357,730227,,DIAMOND PARKING SERVICES A675,JONATHAN DIAMOND,2062843100,"616 8TH AVE S, SEATTLE, WA 98104",12,DIAMOND PARKING SERVICES A675,,,,,,,,,,,,,,,N,,,
